"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","GDP","TOT","USD_CAP","A","2012",32392.740471,
"ESP","GDP","TOT","USD_CAP","A","2013",32546.251515,
"ESP","GDP","TOT","USD_CAP","A","2014",33168.7529,
"SWE","GDP","TOT","USD_CAP","A","2011",43709.272876,
"SWE","GDP","TOT","USD_CAP","A","2012",43869.262881,
"SWE","GDP","TOT","USD_CAP","A","2013",44585.874524,
"SWE","GDP","TOT","USD_CAP","A","2014",45153.328831,
"CHE","GDP","TOT","USD_CAP","A","2011",54550.692599,
"CHE","GDP","TOT","USD_CAP","A","2012",55857.398169,
"CHE","GDP","TOT","USD_CAP","A","2013",56896.90726,
"CHE","GDP","TOT","USD_CAP","A","2014",57246.291237,
"TUR","GDP","TOT","USD_CAP","A","2011",17692.266396,
"TUR","GDP","TOT","USD_CAP","A","2012",18001.841539,"E"
"TUR","GDP","TOT","USD_CAP","A","2013",18599.265879,"E"
"TUR","GDP","TOT","USD_CAP","A","2014",19027.412092,"E"
"GBR","GDP","TOT","USD_CAP","A","2011",36575.082711,
"GBR","GDP","TOT","USD_CAP","A","2012",37605.153243,
"GBR","GDP","TOT","USD_CAP","A","2013",38743.01394,
"GBR","GDP","TOT","USD_CAP","A","2014",39709.452336,
"USA","GDP","TOT","USD_CAP","A","2011",49709.538331,
"USA","GDP","TOT","USD_CAP","A","2012",51368.22311,
"USA","GDP","TOT","USD_CAP","A","2013",52591.882944,
"USA","GDP","TOT","USD_CAP","A","2014",54353.192469,
"CHL","GDP","TOT","USD_CAP","A","2011",20188.52823,
"CHL","GDP","TOT","USD_CAP","A","2012",21108.342092,
"CHL","GDP","TOT","USD_CAP","A","2013",21888.04263,
"CHL","GDP","TOT","USD_CAP","A","2014",22253.768332,
"CHN","GDP","TOT","USD_CAP","A","2011",10016.634006,
"CHN","GDP","TOT","USD_CAP","A","2012",10917.474107,
"CHN","GDP","TOT","USD_CAP","A","2013",11874.377975,
"COL","GDP","TOT","USD_CAP","A","2011",11586.873582,
"COL","GDP","TOT","USD_CAP","A","2012",12103.447429,
"COL","GDP","TOT","USD_CAP","A","2013",12750.359499,"E"
"EST","GDP","TOT","USD_CAP","A","2011",23914.116217,
"EST","GDP","TOT","USD_CAP","A","2012",25205.781007,
"EST","GDP","TOT","USD_CAP","A","2013",26160.0771,
"EST","GDP","TOT","USD_CAP","A","2014",26901.637196,
"IDN","GDP","TOT","USD_CAP","A","2011",8906.894877,"E"
"IDN","GDP","TOT","USD_CAP","A","2012",9432.723906,"E"
"IDN","GDP","TOT","USD_CAP","A","2013",10022.576827,"E"
"ISR","GDP","TOT","USD_CAP","A","2011",30584.882482,
"ISR","GDP","TOT","USD_CAP","A","2012",31937.822373,
"ISR","GDP","TOT","USD_CAP","A","2013",32712.940299,
"ISR","GDP","TOT","USD_CAP","A","2014",33242.592674,
"RUS","GDP","TOT","USD_CAP","A","2011",22569.809562,
"RUS","GDP","TOT","USD_CAP","A","2012",24068.750901,"E"
"RUS","GDP","TOT","USD_CAP","A","2013",25150.88357,"E"
"SVN","GDP","TOT","USD_CAP","A","2011",28513.498679,
"SVN","GDP","TOT","USD_CAP","A","2012",28441.389319,
"SVN","GDP","TOT","USD_CAP","A","2013",28675.429454,
"SVN","GDP","TOT","USD_CAP","A","2014",29968.743758,
"ZAF","GDP","TOT","USD_CAP","A","2011",12291.726208,
"ZAF","GDP","TOT","USD_CAP","A","2012",12714.73623,
"ZAF","GDP","TOT","USD_CAP","A","2013",13002.322237,
"ZAF","GDP","TOT","USD_CAP","A","2014",13146.40287,
"EU28","GDP","TOT","USD_CAP","A","2011",34492.799107,
"EU28","GDP","TOT","USD_CAP","A","2012",34804.030014,
"EU28","GDP","TOT","USD_CAP","A","2013",35271.19015,
"EU28","GDP","TOT","USD_CAP","A","2014",36236.936377,
"OECD","GDP","TOT","USD_CAP","A","2011",36346.95784,"E"
"OECD","GDP","TOT","USD_CAP","A","2012",37136.371332,"E"
"OECD","GDP","TOT","USD_CAP","A","2013",37817.039752,"E"
"OECD","GDP","TOT","USD_CAP","A","2014",38867.151596,"E"
"OECDE","GDP","TOT","USD_CAP","A","2011",35320.078367,
"OECDE","GDP","TOT","USD_CAP","A","2012",35581.154381,"E"
"OECDE","GDP","TOT","USD_CAP","A","2013",35996.068518,"E"
"OECDE","GDP","TOT","USD_CAP","A","2014",36868.591827,"E"
"LVA","GDP","TOT","USD_CAP","A","2011",19914.645411,
"LVA","GDP","TOT","USD_CAP","A","2012",21124.009324,
"LVA","GDP","TOT","USD_CAP","A","2013",22502.522512,
"LVA","GDP","TOT","USD_CAP","A","2014",22822.745301,
"BRA","GDP","TOT","USD_CAP","A","2011",15065.354984,
"LTU","GDP","TOT","USD_CAP","A","2011",22541.723658,
"LTU","GDP","TOT","USD_CAP","A","2012",24098.676205,
"LTU","GDP","TOT","USD_CAP","A","2013",25719.357209,
"LTU","GDP","TOT","USD_CAP","A","2014",26745.946852,
"SAU","GDP","TOT","USD_CAP","A","2011",49229.772522,
"SAU","GDP","TOT","USD_CAP","A","2012",52015.925335,
"SAU","GDP","TOT","USD_CAP","A","2013",53712.815793,
"EA19","GDP","TOT","USD_CAP","A","2011",37181.655931,
"EA19","GDP","TOT","USD_CAP","A","2012",37303.6276,
"EA19","GDP","TOT","USD_CAP","A","2013",37605.976707,
"EA19","GDP","TOT","USD_CAP","A","2014",38619.20279,
"ARG","GDP","TOT","USD_CAP","A","2011",21300.57244,
"ARG","GDP","TOT","USD_CAP","A","2012",21783.28435,
"ARG","GDP","TOT","USD_CAP","A","2013",22816.526805,
"ARG","GDP","TOT","USD_CAP","A","2014",22179.30231,
